Country.FuelCode,CountryCode,FuelType,Year,PrimaryEnergyInputToPower.ktoe,PowerOutput.GWh,PrimaryEnergyInputToPower.MWy,PowerOutput.MWy,Capacity.MW,CapacityFactor,ThermalEfficiency,AvailabilityFactor,LCOE.TotalCalc.USD_kWh,LCOE.Var.USD_kWh,VarOpex.USD_kWh,LCOE.Fixed.USD_kWh,CapEx.USD_kW
est.sol,EST,sol,2018,3,31,3.980232311,3.538812785,10.1,0.350377504,0.889097045,0,0.077021936,0,0,0.077021936,967.0967742
est.hyd,EST,hyd,2018,1,15,1.326744104,1.712328767,7,0.244618395,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333
est.ore,EST,ore,2018,59,181,78.27790212,20.66210046,0,0.400171531,0.263958281,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
est.bio,EST,bio,2018,420,1223,557.2325236,139.6118721,386,0.361688788,0.250545089,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
eth.coa,ETH,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
eth.nga,ETH,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
eth.oil,ETH,oil,2018,1,5,1.326744104,0.570776256,152.3,0.45,0.430208247,0,0.188070568,0.120453488,0.005,0.06761708,2330
eth.nuc,ETH,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
eth.wnd,ETH,wnd,2018,46,533,61.03022877,60.84474886,324,0.187792435,0.996960852,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
eth.sol,ETH,sol,2018,2,20,2.653488208,2.283105023,12.36631279,0.18462294,0.860416495,0,0.077021936,0,0,0.077021936,967.0967742
eth.hyd,ETH,hyd,2018,1119,13018,1484.626652,1486.073059,3817,0.389330118,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
eth.ore,ETH,ore,2018,0,0,0,0,7.3,0.400171531,1,0,0.149953131,2.56E-03,2.56E-03,0.147390433,4610.524834
eth.bio,ETH,bio,2018,0,0,0,0,300,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
fin.coa,FIN,coa,2018,2667,10069,3538.426525,1149.429224,4126.8857,0.278522185,0.324841908,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
fin.nga,FIN,nga,2018,828,4194,1098.544118,478.7671233,2352,0.20355745,0.435819659,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
fin.oil,FIN,oil,2018,64,265,84.91162264,30.25114155,1860.1143,0.016263055,0.356266205,0,0.188070568,0.120453488,0.005,0.06761708,2330
fin.nuc,FIN,nuc,2018,5939,22793,7879.533232,2601.940639,2779,0.936286664,0.330215073,0,0.118981111,0.004,0.004,0.114981111,7610
fin.wnd,FIN,wnd,2018,502,5839,666.0255401,666.5525114,2041,0.326581338,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
fin.sol,FIN,sol,2018,8,90,10.61395283,10.2739726,125,0.082191781,0.967968557,0,0.077021936,0,0,0.077021936,967.0967742
fin.hyd,FIN,hyd,2018,1144,13301,1517.795255,1518.378995,3274,0.463768783,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
fin.ore,FIN,ore,2018,583,1610,773.4918125,183.7899543,11.07305936,0.400171531,0.23761073,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
fin.bio,FIN,bio,2018,2552,11821,3385.850953,1349.429224,1848.8,0.729894647,0.398549506,0,0.134822404,1.08E-01,8.00E-04,0.026621763,1260
fra.coa,FRA,coa,2018,2591,10646,3437.593973,1215.296804,2997,0.405504439,0.353531224,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
fra.nga,FRA,nga,2018,5159,30588,6844.672832,3491.780822,12146.2,0.287479279,0.51014576,0.9,0.06757254,0.046172559,0.0032,0.021399981,950
fra.oil,FRA,oil,2018,1473,6001,1954.294065,685.0456621,3497.6,0.195861637,0.350533563,0,0.188070568,0.120453488,0.005,0.06761708,2330
fra.nuc,FRA,nuc,2018,107596,412942,142752.3586,47139.49772,63130,0.746705175,0.330218696,0,0.32943784,0.0034,0.0034,0.32603784,9420
fra.wnd,FRA,wnd,2018,2459,28599,3262.463751,3264.726027,15134,0.215721292,1,0,0.06405833,0.0069,0.0069,0.05715833,1600
fra.sol,FRA,sol,2018,909,10569,1206.01039,1206.506849,8545,0.141194482,1,0,0.055417871,0,0,0.055417871,830
fra.hyd,FRA,hyd,2018,5613,65285,7447.014655,7452.625571,25536,0.291847806,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
fra.ore,FRA,ore,2018,2996,7575,3974.925335,864.7260274,234,0.368888889,0.217545225,0,0.132957313,0.005222222,0.005222222,0.127735091,4482.222222
fra.bio,FRA,bio,2018,1518,3767,2013.99755,430.0228311,2047,0.210074661,0.213517058,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
gab.coa,GAB,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,5.17E-02,4.04E-03,0.042621987,1793.75
gab.nga,GAB,nga,2018,331,1115,439.1522984,127.283105,207.83,0.612438556,0.289838185,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
gab.oil,GAB,oil,2018,70,230,92.87208727,26.25570776,233.17,0.112603284,0.282708277,0,0.188070568,1.20E-01,5.00E-03,0.06761708,2330
gab.nuc,GAB,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
gab.wnd,GAB,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
gab.sol,GAB,sol,2018,0,2,0,0.228310502,1,0.228310502,1,0,0.077021936,0,0,0.077021936,967.0967742
gab.hyd,GAB,hyd,2018,78,901,103.4860401,102.8538813,331,0.310736801,0.993891361,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
gab.ore,GAB,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
gab.bio,GAB,bio,2018,8,11,10.61395283,1.255707763,4,0.313926941,0.118307268,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
gbr.coa,GBR,coa,2018,4284,17606,5683.771741,2009.817352,14494,0.138665472,0.353606275,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
gbr.nga,GBR,nga,2018,21157,131490,28069.925,15010.27397,33233,0.451667739,0.534745781,0.9,0.067917895,4.67E-02,3.70E-03,0.021245337,990
gbr.oil,GBR,oil,2018,420,1074,557.2325236,122.6027397,2528,0.048497919,0.220020789,0,0.188070568,0.120453488,0.005,0.06761708,2330
gbr.nuc,GBR,nuc,2018,16953,65064,22492.29279,7427.39726,8923,0.832387903,0.330219659,0,0.363462361,0.004,0.004,0.359462361,10340
gbr.wnd,GBR,wnd,2018,4893,56904,6491.7589,6495.890411,22395,0.290059853,1,0,0.0698744,0.007,0.007,0.0628744,1690
gbr.sol,GBR,sol,2018,1106,12857,1467.378979,1467.694064,13054,0.112432516,1,0,0.083388551,0,0,0.083388551,870
gbr.hyd,GBR,hyd,2018,472,5490,626.223217,626.7123288,4367,0.143510952,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
gbr.ore,GBR,ore,2018,4470,16910,5930.546144,1930.365297,20,0.365555556,0.325495368,0,0.155481813,0.005288889,0.005288889,0.150192924,4568.888889
gbr.bio,GBR,bio,2018,4117,23532,5462.205475,2686.30137,7429,0.361596631,0.491797934,0,0.184484146,0.110100641,0.0027,0.074383505,3500
geo.coa,GEO,coa,2018,9,12,11.94069693,1.369863014,272,0.65875,0.114722199,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
geo.nga,GEO,nga,2018,415,2103,550.5988031,240.0684932,652.4,0.367977457,0.436013467,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
geo.oil,GEO,oil,2018,0,0,0,0,0,0.45,0.323193916,0,0.188070568,1.20E-01,5.00E-03,0.06761708,2330
geo.nuc,GEO,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
geo.wnd,GEO,wnd,2018,7,84,9.287208727,9.589041096,21,0.456621005,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
geo.sol,GEO,sol,2018,0,0,0,0,0,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742
geo.hyd,GEO,hyd,2018,855,9949,1134.366209,1135.730594,3285.29,0.345701778,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
geo.ore,GEO,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
geo.bio,GEO,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
gha.coa,GHA,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
gha.nga,GHA,nga,2018,1201,6206,1593.419669,708.4474886,1406.6667,0.503635643,0.444608224,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
gha.oil,GHA,oil,2018,1,6,1.326744104,0.684931507,1859.3333,0.45,0.516249897,0,0.188070568,0.120453488,0.005,0.06761708,2330
gha.nuc,GHA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,3.93E-03,3.93E-03,0.170074358,7644.444444
gha.wnd,GHA,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
gha.sol,GHA,sol,2018,3,33,3.980232311,3.767123288,63,0.059795608,0.946458144,0,0.077021936,0,0,0.077021936,967.0967742
gha.hyd,GHA,hyd,2018,517,6017,685.9267017,686.8721461,1580,0.434729206,1,0,0.079959769,0.000933333,9.33E-04,0.079026435,4293.333333
gha.ore,GHA,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
gha.bio,GHA,bio,2018,0,0,0,0,0.00913242,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
grc.coa,GRC,coa,2018,4409,17185,5849.614754,1961.757991,3654,0.536879582,0.335365331,0.9,0.120688735,0.069684397,0.0022,0.051004338,2700
grc.nga,GRC,nga,2018,2693,14080,3572.921872,1607.305936,3930,0.408983699,0.449857566,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
grc.oil,GRC,oil,2018,1309,5547,1736.708032,633.2191781,2516,0.251676939,0.364608884,0,0.188070568,0.120453488,0.005,0.06761708,2330
grc.nuc,GRC,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
grc.wnd,GRC,wnd,2018,542,6300,719.0953043,719.1780822,2844,0.252875556,1,0,0.067947992,2.91E-03,2.91E-03,0.065037278,1655.357143
grc.sol,GRC,sol,2018,326,3791,432.5185778,432.7625571,2651.6,0.163208085,1,0,0.077021936,0,0,0.077021936,967.0967742
grc.hyd,GRC,hyd,2018,494,5743,655.4115873,655.5936073,3392,0.193276417,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
grc.ore,GRC,ore,2018,119,588,157.8825484,67.12328767,0,0.400171531,0.425146974,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
grc.bio,GRC,bio,2018,5,12,6.633720519,1.369863014,105,0.013046314,0.206499959,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
gtm.coa,GTM,coa,2018,1089,4163,1444.824329,475.2283105,770.0745,0.617119916,0.328917711,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
gtm.nga,GTM,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
gtm.oil,GTM,oil,2018,250,1202,331.686026,137.2146119,999.48,0.137286001,0.413688251,0,0.188070568,0.120453488,0.005,0.06761708,2330
gtm.nuc,GTM,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
gtm.wnd,GTM,wnd,2018,27,320,35.8220908,36.52968037,107.4,0.340127378,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
gtm.sol,GTM,sol,2018,18,205,23.88139387,23.40182648,92.5,0.252992719,0.979918786,0,0.082061864,0.00E+00,0.00E+00,0.082061864,1100
gtm.hyd,GTM,hyd,2018,457,5311,606.3220554,606.2785388,1499.1,0.40442835,0.999928229,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
gtm.ore,GTM,ore,2018,266,327,352.9139316,37.32876712,49.2,0.758714779,0.105773005,0,0.153313083,0.002562698,0.002562698,0.150750385,4699.126984
gtm.bio,GTM,bio,2018,1210,2597,1605.360366,296.4611872,556.0455,0.533159943,0.184669557,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
hkg.coa,HKG,coa,2018,5375,23271,7131.249558,2656.506849,6663,0.39869531,0.372516321,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
hkg.nga,HKG,nga,2018,2242,12904,2974.560281,1473.059361,3755,0.392292772,0.495219199,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
hkg.oil,HKG,oil,2018,77,286,102.159296,32.64840183,300,0.108828006,0.31958327,0,0.188070568,0.120453488,0.005,0.06761708,2330
hkg.nuc,HKG,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
hkg.wnd,HKG,wnd,2018,0,1,0,0.114155251,0.216894977,0.526315789,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
hkg.sol,HKG,sol,2018,0,1,0,0.114155251,0.09760274,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742
hkg.hyd,HKG,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333
hkg.ore,HKG,ore,2018,94,91,124.7139458,10.38812785,0,0.400171531,0.083295639,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
hkg.bio,HKG,bio,2018,0,0,0,0,18.93686073,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
hnd.coa,HND,coa,2018,0,0,0,0,60.71488584,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
hnd.nga,HND,nga,2018,0,0,0,0,72.5,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
hnd.oil,HND,oil,2018,875,3128,1160.901091,357.0776256,987.8,0.361487776,0.307586605,0,0.188070568,0.120453488,0.005,0.06761708,2330
hnd.nuc,HND,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
hnd.wnd,HND,wnd,2018,80,929,106.1395283,106.0502283,225,0.471334348,0.999158655,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
hnd.sol,HND,sol,2018,85,993,112.7732488,113.3561644,510.8,0.221918881,1,0,0.077021936,0,0,0.077021936,967.0967742
hnd.hyd,HND,hyd,2018,280,3262,371.4883491,372.3744292,705.9,0.527517253,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
hnd.ore,HND,ore,2018,255,297,338.3197465,33.90410959,35,0.968688845,0.100213215,0,0.149953131,2.56E-03,2.56E-03,0.147390433,4610.524834
hnd.bio,HND,bio,2018,405,917,537.331362,104.6803653,105.5,0.992230951,0.19481529,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
hrv.coa,HRV,coa,2018,297,1453,394.0429988,165.8675799,297,0.5584767,0.420937767,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
hrv.nga,HRV,nga,2018,535,2245,709.8080955,256.2785388,1080.525,0.237179648,0.361053277,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
hrv.oil,HRV,oil,2018,14,69,18.57441745,7.876712329,668.175,0.011788397,0.424062415,0,0.188070568,0.120453488,0.005,0.06761708,2330
hrv.nuc,HRV,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
hrv.wnd,HRV,wnd,2018,115,1335,152.5755719,152.3972603,586.3,0.259930514,0.998831322,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
hrv.sol,HRV,sol,2018,6,75,7.960464623,8.561643836,61,0.140354817,1,0,0.077021936,0,0,0.077021936,967.0967742
hrv.hyd,HRV,hyd,2018,662,7701,878.3045967,879.109589,2116.3,0.415399324,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
hrv.ore,HRV,ore,2018,75,357,99.50580779,40.75342466,10,0.400171531,0.409558252,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
hrv.bio,HRV,bio,2018,167,313,221.5662653,35.73059361,79.33847032,0.450356472,0.16126369,0,0.167742993,1.06E-01,7.96E-03,0.062020405,2988.181818
hti.coa,HTI,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
hti.nga,HTI,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
hti.oil,HTI,oil,2018,268,848,355.5674198,96.80365297,194,0.498987902,0.272251189,0,0.188070568,0.120453488,0.005,0.06761708,2330
hti.nuc,HTI,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
hti.wnd,HTI,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
hti.sol,HTI,sol,2018,0,1,0,0.114155251,3,0.03805175,1,0,0.077021936,0,0,0.077021936,967.0967742
hti.hyd,HTI,hyd,2018,17,197,22.55464976,22.48858447,61,0.368665319,0.997070879,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
hti.ore,HTI,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
hti.bio,HTI,bio,2018,0,0,0,0,96,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
hun.coa,HUN,coa,2018,1261,4834,1673.024315,551.826484,1105.5,0.499164617,0.329837695,0.9,0.094309193,5.17E-02,4.04E-03,0.042621987,1793.75
hun.nga,HUN,nga,2018,1384,7234,1836.21384,825.7990868,4147.5,0.199107676,0.449729258,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
hun.oil,HUN,oil,2018,23,90,30.51511439,10.2739726,441,0.02329699,0.336684715,0,0.188070568,0.120453488,0.005,0.06761708,2330
hun.nuc,HUN,nuc,2018,4114,15733,5458.225243,1796.004566,1889,0.950770019,0.329045521,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
hun.wnd,HUN,wnd,2018,52,607,68.9906934,69.29223744,329,0.210614703,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
hun.sol,HUN,sol,2018,53,620,70.3174375,70.77625571,726,0.097487956,1,0,0.077021936,0,0,0.077021936,967.0967742
hun.hyd,HUN,hyd,2018,19,222,25.20813797,25.34246575,57,0.444604662,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
hun.ore,HUN,ore,2018,204,726,270.6557972,82.87671233,17.23744292,0.400171531,0.306207047,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
hun.bio,HUN,bio,2018,524,1799,695.2139104,205.3652968,501,0.409910772,0.295398716,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
idn.coa,IDN,coa,2018,40515,160021,53753.03737,18267.23744,31587,0.578315049,0.339836376,0.9,0.078559054,0.039888807,0.0053,0.038670247,1330
idn.nga,IDN,nga,2018,13318,59421,17669.57797,6783.219178,17321.6,0.391604654,0.38389254,0.9,0.082731806,5.04E-02,2.10E-03,0.032287677,850
idn.oil,IDN,oil,2018,6754,14879,8960.829677,1698.515982,6235.66,0.272387523,0.189548964,0,0.188070568,0.120453488,0.005,0.06761708,2330
idn.nuc,IDN,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
idn.wnd,IDN,wnd,2018,16,190,21.22790566,21.68949772,143,0.151674809,1,0,0.125444018,0,0,0.125444018,1850
idn.sol,IDN,sol,2018,8,91,10.61395283,10.38812785,24.42,0.425394261,0.978723763,0,0.115614129,0,0,0.115614129,1020
idn.hyd,IDN,hyd,2018,1860,21636,2467.744033,2469.863014,4797.8,0.51479074,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
idn.ore,IDN,ore,2018,24838,16208,32953.67005,1850.228311,1948.3,0.949662942,0.056146351,0,0.214011944,0.000622222,0.000622222,0.213389722,4775.555556
idn.bio,IDN,bio,2018,4869,11325,6459.917041,1292.808219,198.02,0.72,0.200127681,0,0.191328299,0.118000641,0.0106,0.073327658,3180
ind.coa,IND,coa,2018,284969,1163402,378080.9405,132808.4475,226901.5,0.58531322,0.351269882,0.9,0.067289656,0.036685778,0.0017,0.030603879,950
ind.nga,IND,nga,2018,15462,73619,20514.11733,8403.995434,28437.22,0.295528024,0.409668878,0.9,0.095455014,0.051546047,0.0011,0.043908967,680
ind.oil,IND,oil,2018,4178,7848,5543.136866,895.890411,4137.63,0.216522601,0.161621557,0,0.188070568,1.20E-01,5.00E-03,0.06761708,2330
ind.nuc,IND,nuc,2018,9853,37813,13072.40965,4316.552511,6780,0.636659662,0.330203277,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
ind.wnd,IND,wnd,2018,5528,64294,7334.241406,7339.497717,35138.15,0.208875473,1,0,0.04806232,0,0,0.04806232,870
ind.sol,IND,sol,2018,3416,39728,4532.157859,4535.159817,25212.26,0.179879147,1,0,0.042698603,0,0,0.042698603,480
ind.hyd,IND,hyd,2018,12995,151133,17241.03963,17252.62557,49916.67,0.345628536,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
ind.ore,IND,ore,2018,1123,2611,1489.933629,298.0593607,0,0.392222222,0.200048751,0,0.113813794,0.000622222,0.000622222,0.113191572,3762.222222
ind.bio,IND,bio,2018,24518,42771,32529.11194,4882.534247,9213.3,0.529944129,0.150097373,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
irl.coa,IRL,coa,2018,947,4247,1256.426666,484.8173516,1205,0.402338051,0.385869995,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
irl.nga,IRL,nga,2018,2456,16014,3258.483519,1828.082192,4363.7,0.418929393,0.561022384,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
irl.oil,IRL,oil,2018,35,140,46.43604363,15.98173516,923,0.017314989,0.344166598,0,0.188070568,0.120453488,0.005,0.06761708,2330
irl.nuc,IRL,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,3.93E-03,3.93E-03,0.170074358,7644.444444
irl.wnd,IRL,wnd,2018,743,8640,985.7708691,986.3013699,3564,0.276740003,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
irl.sol,IRL,sol,2018,1,17,1.326744104,1.940639269,29,0.066918595,1,0,0.077021936,0,0,0.077021936,967.0967742
irl.hyd,IRL,hyd,2018,60,694,79.60464623,79.22374429,529,0.149761331,0.995215079,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
irl.ore,IRL,ore,2018,231,816,306.477888,93.15068493,0,0.400171531,0.303939333,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
irl.bio,IRL,bio,2018,73,330,96.85231958,37.67123288,140,0.269080235,0.388955402,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
irn.coa,IRN,coa,2018,250,650,331.686026,74.20091324,71.51392694,0.65875,0.223708289,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
irn.nga,IRN,nga,2018,56983,256188,75601.85927,29245.20548,50749.7664,0.576262859,0.386831829,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
irn.oil,IRN,oil,2018,8339,29081,11063.71908,3319.748858,14512.2336,0.228755197,0.300057226,0,0.188070568,0.120453488,0.005,0.06761708,2330
irn.nuc,IRN,nuc,2018,1978,7591,2624.299837,866.5525114,915,0.947051925,0.330203317,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
irn.wnd,IRN,wnd,2018,32,368,42.45581132,42.00913242,282,0.148968555,0.989478969,0,0.067947992,2.91E-03,2.91E-03,0.065037278,1655.357143
irn.sol,IRN,sol,2018,15,176,19.90116156,20.0913242,286,0.070249385,1,0,0.077021936,0,0,0.077021936,967.0967742
irn.hyd,IRN,hyd,2018,1356,15765,1799.065005,1799.657534,11724,0.153502007,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
irn.ore,IRN,ore,2018,7,24,9.287208727,2.739726027,0,0.400171531,0.294999941,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
irn.bio,IRN,bio,2018,0,0,0,0,12,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
irq.coa,IRQ,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
irq.nga,IRQ,nga,2018,9894,40940,13126.80616,4673.515982,20062,0.232953643,0.356028414,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
irq.oil,IRQ,oil,2018,20059,39691,26613.15998,4530.936073,11713,0.386829683,0.170251713,0,0.188070568,0.120453488,0.005,0.06761708,2330
irq.nuc,IRQ,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
irq.wnd,IRQ,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
irq.sol,IRQ,sol,2018,5,57,6.633720519,6.506849315,37,0.175860792,0.980874804,0,0.077021936,0.00E+00,0.00E+00,0.077021936,967.0967742
irq.hyd,IRQ,hyd,2018,156,1818,206.9720802,207.5342466,2513,0.08258426,1,0,0.079959769,0.000933333,0.000933333,0.079026435,4293.333333
irq.ore,IRQ,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834
irq.bio,IRQ,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.167742993,0.105722588,0.007963636,0.062020405,2988.181818
isl.coa,ISL,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.094309193,0.051687206,0.00404375,0.042621987,1793.75
isl.nga,ISL,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.074743479,0.050495938,0.003238095,0.024247542,944.2857143
isl.oil,ISL,oil,2018,1,2,1.326744104,0.228310502,71.971,0.45,0.172083299,0,0.188070568,0.120453488,0.005,0.06761708,2330
isl.nuc,ISL,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444
isl.wnd,ISL,wnd,2018,0,4,0,0.456621005,2.43,0.187909878,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143
isl.sol,ISL,sol,2018,0,0,0,0,0,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742
isl.hyd,ISL,hyd,2018,1188,13814,1576.171995,1576.940639,1990.074,0.792403016,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333
